Id,MSSubClass,MSZoning,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,YrSold,SalePrice
512,120,RL,6792,7,5,2005,2006,94,Gd,1368,Y,1368,0,1368,0,Gd,1,2,2006,202665
513,20,RL,9100,5,5,1958,1958,0,TA,864,Y,864,0,864,1,TA,0,2,2006,129900
514,20,RL,9187,6,5,1983,1983,0,TA,1084,Y,1080,0,1080,0,TA,0,2,2007,134000
515,45,RL,10594,5,5,1926,1950,0,TA,768,N,789,0,789,0,TA,0,1,2007,96500
516,20,RL,12220,10,5,2009,2009,305,Ex,2006,Y,2020,0,2020,1,Ex,1,3,2009,402861
517,80,RL,10448,6,6,1972,1972,333,TA,689,Y,1378,741,2119,0,TA,1,2,2009,158000
518,60,RL,10208,7,5,1996,1997,921,Gd,1264,Y,1277,1067,2344,0,Gd,1,3,2009,265000
519,60,RL,9531,6,5,1998,1998,0,TA,794,Y,882,914,1796,1,TA,0,2,2007,211000
520,70,RL,10918,7,9,1926,2004,0,Gd,1276,Y,1276,804,2080,0,Gd,2,1,2009,234000
521,190,RL,10800,4,7,1900,2000,0,TA,0,N,694,600,1294,0,TA,0,0,2008,106250
522,20,RL,11988,6,6,1957,1957,0,TA,1244,Y,1244,0,1244,0,TA,2,1,2007,150000
523,50,RM,5000,6,7,1947,1950,0,TA,1004,Y,1004,660,1664,0,TA,2,2,2006,159000
524,60,RL,40094,10,5,2007,2008,762,Ex,3138,Y,3138,1538,4676,1,Ex,1,3,2007,184750
525,60,RL,11787,7,5,1996,1997,594,Gd,1379,Y,1383,1015,2398,1,Gd,1,3,2007,315750
526,20,FV,7500,7,5,2005,2005,0,Gd,1257,Y,1266,0,1266,0,Gd,1,2,2006,176000
527,20,RL,13300,5,7,1956,2000,0,TA,928,Y,928,0,928,0,TA,0,1,2007,132000
528,60,RL,14948,9,5,2008,2008,268,Ex,1452,Y,1476,1237,2713,1,Ex,1,3,2008,446261
529,30,RL,9098,4,7,1920,2002,0,TA,528,Y,605,0,605,1,TA,0,0,2007,86000
530,20,RL,32668,6,3,1957,1975,NA,Gd,2035,Y,2515,0,2515,1,TA,2,2,2007,200624
531,80,RL,10200,6,5,1988,1989,219,Gd,1461,Y,1509,0,1509,1,Gd,1,2,2008,175000
532,70,RM,6155,6,8,1920,1999,0,TA,611,Y,751,611,1362,0,TA,0,2,2008,128000
533,20,RL,7200,5,7,1955,2007,0,TA,0,Y,827,0,827,0,TA,1,1,2010,107500
534,20,RL,5000,1,3,1946,1950,0,Fa,0,N,334,0,334,0,Fa,0,0,2007,39300
535,60,RL,9056,8,5,2004,2004,0,Gd,707,Y,707,707,1414,0,Gd,1,2,2006,178000
536,190,RL,7000,5,7,1910,1991,0,TA,1117,Y,820,527,1347,1,TA,0,0,2008,107500
537,60,RL,8924,7,5,1998,1999,0,TA,880,Y,880,844,1724,0,Gd,0,2,2008,188000
538,20,RL,12735,4,5,1972,1972,0,TA,864,Y,864,0,864,0,TA,0,2,2008,111250
539,20,RL,11553,5,5,1968,1968,188,TA,1051,Y,1159,0,1159,0,TA,1,1,2006,158000
540,20,RL,11423,8,5,2001,2002,479,Gd,1581,Y,1601,0,1601,1,Gd,1,2,2010,272000
541,20,RL,14601,9,5,2006,2006,584,Ex,1838,Y,1838,0,1838,1,Ex,1,3,2009,315000
542,60,RL,11000,8,5,2000,2000,72,Gd,969,Y,997,1288,2285,0,Gd,1,3,2007,248000
543,20,RL,10140,7,5,1998,1999,0,Gd,1650,Y,1680,0,1680,1,Gd,1,2,2009,213250
544,120,RH,4058,7,5,1998,1998,182,TA,723,Y,767,0,767,1,TA,0,1,2007,133000
545,60,RL,17104,7,5,2006,2006,0,Gd,654,Y,664,832,1496,1,Gd,1,2,2006,179665
546,50,RL,13837,7,5,1988,1988,178,Gd,1204,Y,1377,806,2183,0,Gd,0,3,2006,229000
547,50,RL,8737,6,7,1923,1950,0,TA,1065,Y,915,720,1635,0,TA,1,2,2007,210000
548,85,RL,7244,5,7,1970,1970,0,TA,768,Y,768,0,768,1,TA,0,2,2007,129500
549,20,RM,8235,5,7,1955,1995,0,TA,825,Y,825,0,825,1,TA,0,2,2008,125000
550,60,FV,9375,7,5,2003,2004,0,Gd,912,Y,912,1182,2094,0,Gd,1,2,2009,263000
551,120,RL,4043,6,6,1977,1977,0,TA,1069,Y,1069,0,1069,0,TA,0,2,2008,140000
552,20,RM,6000,5,6,1957,1957,0,TA,928,Y,928,0,928,0,TA,0,1,2008,112500
553,20,RL,11146,8,5,2006,2006,250,Gd,1709,Y,1717,0,1717,0,Gd,1,3,2009,255500
554,20,RL,8777,4,5,1949,2003,0,TA,0,Y,1126,0,1126,0,Gd,0,2,2009,108000
555,60,RL,10625,7,5,2003,2004,292,Gd,998,Y,1006,1040,2046,1,Gd,1,3,2008,284000
556,45,RM,6380,5,6,1922,1950,0,TA,993,Y,1048,0,1048,0,TA,1,1,2006,113000
557,20,RL,14850,5,5,1957,1957,0,TA,1092,Y,1092,0,1092,1,TA,1,1,2006,141000
558,50,C (all),11040,4,6,1920,1950,0,TA,637,Y,897,439,1336,0,TA,0,1,2006,108000
559,60,RL,21872,7,5,1996,1997,0,TA,729,Y,729,717,1446,0,TA,1,2,2008,175000
560,120,RL,3196,7,5,2003,2004,18,Gd,1374,Y,1557,0,1557,0,Gd,1,2,2006,234000
561,20,RL,11341,5,6,1957,1996,180,TA,1392,Y,1392,0,1392,1,TA,1,2,2010,121500
562,20,RL,10010,5,5,1974,1975,0,TA,1389,Y,1389,0,1389,1,TA,1,2,2006,170000
563,30,RL,13907,5,6,1940,1969,0,TA,996,Y,996,0,996,1,TA,1,0,2008,108000
564,50,RL,21780,6,7,1918,1950,0,TA,1163,Y,1163,511,1674,0,TA,1,2,2008,185000
565,60,RL,13346,7,5,1992,2000,0,Gd,1095,Y,1166,1129,2295,1,Gd,1,2,2006,268000
566,70,RL,6858,6,4,1915,1950,0,TA,806,N,841,806,1647,1,Fa,0,1,2010,128000
567,60,RL,11198,9,5,2005,2007,245,Gd,1122,Y,1134,1370,2504,0,Ex,1,3,2008,325000
568,20,RL,10171,7,5,2004,2004,168,Gd,1517,Y,1535,0,1535,0,Gd,0,2,2010,214000
569,50,RL,12327,8,8,1983,2009,0,Gd,1496,Y,1496,636,2132,1,Gd,1,2,2009,316600
570,90,RL,7032,5,5,1979,1979,0,TA,943,Y,943,0,943,1,TA,2,2,2006,135960
571,90,RL,13101,5,5,1965,1965,108,TA,1728,Y,1728,0,1728,0,TA,0,2,2008,142600
572,20,RL,7332,6,6,1959,1959,207,TA,864,Y,864,0,864,1,Gd,0,1,2006,120000
573,60,RL,13159,7,5,2009,2009,0,TA,846,Y,846,846,1692,0,Gd,0,2,2009,224500
574,80,RL,9967,7,5,2000,2000,0,TA,384,Y,774,656,1430,0,TA,1,2,2007,170000
575,80,RL,10500,5,7,1971,2005,82,TA,372,Y,576,533,1109,0,TA,0,1,2007,139000
576,50,RL,8480,5,5,1947,1950,0,TA,832,Y,832,384,1216,0,TA,0,1,2008,118500
577,50,RL,6292,7,7,1928,1950,0,TA,861,Y,877,600,1477,0,TA,1,1,2009,145000
578,80,RL,11777,5,6,1966,1966,97,TA,1164,Y,1320,0,1320,1,TA,2,2,2006,164500
579,160,FV,3604,7,5,2007,2007,0,Gd,689,Y,703,689,1392,0,Gd,0,2,2008,146000
580,50,RM,12150,5,5,1954,1954,335,TA,1050,N,1050,745,1795,0,TA,0,1,2008,131500
581,20,RL,14585,6,6,1960,1987,85,TA,1144,Y,1429,0,1429,0,Gd,2,2,2007,181900
582,20,RL,12704,8,5,2008,2009,306,Ex,2042,Y,2042,0,2042,0,Ex,1,3,2009,253293
583,90,RL,11841,6,5,1990,1990,104,TA,816,Y,816,0,816,1,TA,0,0,2007,118500
584,75,RM,13500,10,9,1893,2000,0,Ex,1237,Y,1521,1254,2775,0,Gd,1,2,2008,325000
585,50,RM,6120,4,7,1935,1995,0,TA,884,Y,989,584,1573,0,Gd,0,1,2009,133000
586,20,RL,11443,8,5,2005,2006,208,Gd,1868,Y,2028,0,2028,1,Gd,2,3,2006,369900
587,30,RL,10267,6,7,1918,2000,0,TA,816,Y,838,0,838,1,Fa,0,1,2008,130000
588,85,RL,8740,5,6,1982,1982,0,TA,840,Y,860,0,860,1,TA,0,2,2009,137000
589,20,RL,25095,5,8,1968,2003,0,TA,1437,Y,1473,0,1473,2,Ex,2,1,2009,143000
590,40,RM,9100,5,6,1930,1960,0,TA,742,Y,779,0,935,0,TA,0,1,2008,79500
591,60,RL,8320,7,5,2004,2004,0,Gd,770,Y,770,812,1582,0,Gd,0,2,2008,185900
592,60,RL,13478,10,5,2008,2008,420,Ex,1722,Y,1728,568,2296,1,Ex,1,3,2009,451950
593,20,RL,6600,5,8,1982,2003,0,TA,816,Y,816,0,816,1,TA,0,2,2008,138000
594,120,RM,4435,6,5,2003,2003,170,Gd,848,Y,848,0,848,1,Gd,0,2,2009,140000
595,20,RL,7990,5,6,1975,1975,0,TA,924,Y,924,0,924,0,TA,0,1,2008,110000
596,20,RL,11302,8,5,2005,2006,238,Gd,1814,Y,1826,0,1826,1,Gd,1,3,2006,319000
597,70,RM,3600,6,7,1910,1993,0,TA,684,N,684,684,1368,0,TA,0,1,2006,114504
598,120,RL,3922,7,5,2006,2007,72,Gd,1258,Y,1402,0,1402,0,Gd,1,3,2007,194201
599,20,RL,12984,5,6,1977,1977,459,TA,1430,Y,1647,0,1647,1,Gd,1,2,2006,217500
600,160,RM,1950,6,6,1980,1980,0,TA,716,Y,716,840,1556,1,TA,1,2,2008,151000
601,60,RL,10927,8,5,2005,2005,280,Gd,1058,Y,1058,846,1904,1,Ex,1,2,2006,275000
602,50,RM,9000,6,6,1937,1950,0,TA,780,Y,780,595,1375,0,Gd,1,1,2007,141000
603,60,RL,10041,8,5,1992,1992,0,Gd,908,Y,927,988,1915,1,Gd,1,2,2006,220000
604,160,FV,3182,7,5,2004,2005,0,Gd,600,Y,600,600,1200,0,Gd,0,2,2010,151000
605,20,RL,12803,7,5,2002,2002,99,Gd,1494,Y,1494,0,1494,1,Gd,1,2,2008,221000
606,60,RL,13600,7,6,1965,1990,176,TA,768,Y,1186,800,1986,0,TA,3,2,2009,205000
607,20,RL,12464,5,5,1996,1996,0,TA,1040,Y,1040,0,1040,1,Gd,0,2,2009,152000
608,20,RL,7800,5,8,1948,2002,0,TA,896,Y,1112,896,2008,1,Ex,0,1,2006,225000
609,70,RL,12168,8,6,1934,1998,0,TA,965,Y,1940,1254,3194,0,TA,2,2,2007,359100
610,20,RL,7943,4,5,1961,1961,192,TA,1029,Y,1029,0,1029,1,TA,0,1,2007,118500
611,60,RL,11050,9,5,2000,2000,204,Gd,1440,Y,1476,677,2153,1,Ex,2,3,2009,313000
612,80,RL,10395,6,6,1978,1978,233,TA,1032,Y,1032,0,1032,0,TA,1,2,2007,148000
613,60,RL,11885,8,5,2001,2001,108,Gd,1299,Y,1299,573,1872,1,Ex,1,2,2009,261500
614,20,RL,8402,5,5,2007,2007,0,TA,1120,Y,1120,0,1120,0,TA,0,0,2007,147000
615,180,RM,1491,4,6,1972,1972,0,TA,630,Y,630,0,630,1,TA,0,0,2010,75500
616,85,RL,8800,6,7,1963,1963,156,TA,936,Y,1054,0,1054,1,Gd,0,2,2010,137500
617,60,RL,7861,6,5,2002,2003,0,Gd,783,Y,807,702,1509,1,Gd,1,2,2006,183200
618,45,RL,7227,6,6,1954,1954,0,TA,832,Y,832,0,832,0,Gd,0,2,2008,105500
619,20,RL,11694,9,5,2007,2007,452,Ex,1822,Y,1828,0,1828,0,Gd,1,3,2007,314813
620,60,RL,12244,8,5,2003,2003,226,Gd,1482,Y,1482,780,2262,1,Gd,2,3,2008,305000
621,30,RL,8248,3,3,1914,1950,0,TA,864,N,864,0,864,1,TA,0,0,2008,67000
622,60,RL,10800,6,7,1974,1997,0,TA,1522,Y,1548,1066,2614,0,TA,1,2,2008,240000
623,20,RL,7064,5,6,1977,1977,153,TA,980,Y,980,0,980,0,TA,0,2,2009,135000
624,160,FV,2117,6,5,2000,2000,513,Gd,756,Y,756,756,1512,0,Gd,1,2,2007,168500
625,60,RL,10400,6,5,1972,1972,288,TA,732,Y,1012,778,1790,1,TA,1,2,2006,165150
626,20,RL,10000,6,6,1962,1962,261,TA,1116,Y,1116,0,1116,0,TA,0,2,2010,160000
627,20,RL,12342,5,5,1960,1978,0,TA,978,Y,1422,0,1422,0,TA,1,1,2007,139900
628,80,RL,9600,6,6,1955,1972,164,TA,1156,Y,1520,0,1520,1,TA,2,1,2010,153000
629,60,RL,11606,5,5,1969,1969,192,TA,1040,Y,1040,1040,2080,0,Fa,2,2,2007,135000
630,80,RL,9020,6,5,1964,1964,259,TA,1248,Y,1350,0,1350,1,TA,0,2,2008,168500
631,70,RM,9000,5,6,1880,1991,0,TA,636,Y,1089,661,1750,0,Ex,0,1,2006,124000
632,120,RL,4590,8,5,2006,2006,108,Gd,1554,Y,1554,0,1554,0,Gd,1,2,2007,209500
633,20,RL,11900,7,5,1977,1977,209,TA,1386,Y,1411,0,1411,0,TA,1,2,2009,82500
634,20,RL,9250,5,7,1954,2005,0,TA,1056,Y,1056,0,1056,0,TA,0,1,2007,139400
635,90,RL,6979,6,5,1980,1980,0,TA,1056,Y,1056,0,1056,2,TA,0,2,2010,144000
636,190,RH,10896,6,7,1914,1995,0,Fa,1440,Y,1440,1440,3395,0,Fa,0,0,2007,200000
637,30,RM,6120,2,3,1936,1950,0,Fa,264,N,800,0,800,0,Fa,1,0,2009,60000
638,190,RM,6000,5,4,1954,1954,0,TA,811,Y,811,576,1387,0,Gd,0,1,2009,93000
639,30,RL,8777,5,7,1910,1950,0,TA,796,Y,796,0,796,0,TA,0,0,2008,85000
640,120,RL,3982,8,5,2006,2006,0,Gd,1520,Y,1567,0,1567,1,Ex,1,3,2006,264561
641,120,RL,12677,8,5,2003,2004,472,Ex,1518,Y,1518,0,1518,0,Ex,1,2,2008,274000
642,60,FV,7050,7,5,2001,2001,0,Gd,1057,Y,1057,872,1929,1,Gd,1,2,2007,226000
643,80,RL,13860,8,7,1972,1995,0,Gd,1952,Y,2000,704,2704,1,Ex,3,2,2009,345000
644,60,RL,10793,5,5,1969,1969,263,TA,780,Y,780,840,1620,0,TA,0,2,2007,152000
645,20,FV,9187,9,5,2009,2009,162,Ex,1766,Y,1766,0,1766,1,Ex,1,3,2009,370878
646,20,RL,10530,6,5,1971,1971,0,TA,981,Y,981,0,981,1,TA,0,2,2007,143250
647,20,RL,7200,5,5,1950,1950,0,TA,0,Y,1048,0,1048,0,TA,0,2,2008,98300
648,20,RL,10452,6,5,1953,1953,216,TA,1094,Y,1094,0,1094,0,TA,2,2,2008,155000
649,60,RL,7700,6,5,1966,1966,351,TA,756,Y,1051,788,1839,0,TA,1,2,2010,155000
650,180,RM,1936,4,6,1970,1970,0,TA,630,Y,630,0,630,1,TA,0,0,2007,84500
651,60,FV,8125,7,6,2007,2007,NA,Gd,813,Y,822,843,1665,0,Gd,0,2,2008,205950
652,70,RL,9084,4,5,1940,1950,0,TA,755,Y,755,755,1510,1,TA,1,1,2009,108000
653,60,RL,8750,7,5,1996,1996,0,Gd,880,Y,909,807,1716,0,Gd,1,2,2009,191000
654,50,RM,10320,6,7,1906,1995,0,TA,756,Y,756,713,1469,0,TA,0,1,2008,135000
655,20,RL,10437,8,6,1995,1995,660,Gd,2109,Y,2113,0,2113,1,Gd,1,3,2008,350000
656,160,RM,1680,6,5,1971,1971,381,TA,525,Y,525,567,1092,0,TA,0,1,2010,88000
657,20,RL,10007,5,7,1959,2006,54,Gd,1053,Y,1053,0,1053,1,Gd,0,1,2008,145500
658,70,RL,7200,7,6,1931,2000,0,TA,776,Y,851,651,1502,0,TA,1,1,2008,149000
659,50,RL,17503,6,5,1948,1950,0,TA,912,Y,912,546,1458,0,TA,1,1,2010,97500
660,20,RL,9937,5,7,1964,1999,0,TA,1486,Y,1486,0,1486,1,TA,0,2,2009,167000
661,60,RL,12384,7,7,1976,1976,233,TA,793,Y,1142,793,1935,0,TA,1,2,2007,197900
662,60,RL,46589,8,7,1994,2005,528,Gd,1629,Y,1686,762,2448,1,Gd,1,3,2009,402000
663,20,RL,13560,6,3,1968,1968,216,TA,1392,Y,1392,0,1392,1,TA,2,2,2009,110000
664,85,RL,10012,4,5,1972,1972,0,TA,1138,Y,1181,0,1181,1,TA,0,2,2008,137500
665,20,RL,20896,8,5,2005,2006,0,Gd,2077,Y,2097,0,2097,1,Ex,1,3,2006,423000
666,60,RL,11194,8,5,2000,2000,40,Gd,1406,Y,1454,482,1936,0,Gd,1,2,2006,230500
667,60,RL,18450,6,5,1965,1979,113,TA,1021,Y,1465,915,2380,0,TA,1,2,2007,129000
668,20,RL,8125,6,5,1994,1998,258,TA,1408,Y,1679,0,1679,1,Gd,1,2,2008,193500
669,20,RL,14175,5,6,1956,1987,0,TA,1188,Y,1437,0,1437,1,TA,1,2,2006,168000
670,30,RL,11600,4,5,1922,1950,0,TA,700,Y,1180,0,1180,0,Fa,1,1,2006,137500
671,60,RL,8633,6,5,2005,2005,0,Gd,738,Y,738,738,1476,1,Gd,0,2,2009,173500
672,70,RH,6629,6,6,1925,1950,0,TA,672,N,697,672,1369,1,TA,0,1,2009,103600
673,20,RL,11250,6,6,1977,1977,0,Gd,1208,Y,1208,0,1208,1,TA,1,2,2006,165000
674,20,RL,14442,6,7,1957,2004,106,TA,1477,Y,1839,0,1839,1,Gd,2,2,2007,257500
675,20,RL,9200,6,6,1965,1965,0,TA,1136,Y,1136,0,1136,1,TA,1,1,2008,140000
676,160,RL,2289,6,6,1978,1978,0,TA,855,Y,855,586,1441,0,TA,1,2,2009,148500
677,70,RM,9600,4,2,1900,1950,0,TA,1095,N,1095,679,1774,1,TA,0,3,2006,87000
678,30,RL,9022,5,8,1924,2006,0,Gd,768,Y,792,0,792,0,Gd,0,1,2009,109500
679,20,RL,11844,8,5,2008,2008,464,Gd,2046,Y,2046,0,2046,0,Gd,1,3,2009,372500
680,20,RL,9945,5,5,1961,1961,57,TA,988,Y,988,0,988,1,TA,0,2,2007,128500
681,120,RL,8012,6,5,1980,1980,0,TA,923,Y,923,0,923,0,TA,1,1,2010,143000
682,50,RH,4500,5,5,1932,2000,0,TA,793,Y,848,672,1520,0,TA,0,1,2009,159434
683,120,RL,2887,6,5,1996,1997,0,TA,1291,Y,1291,0,1291,1,Gd,1,2,2008,173000
684,20,RL,11248,9,5,2002,2002,215,Gd,1626,Y,1668,0,1668,1,Gd,1,3,2007,285000
685,60,RL,16770,7,5,1998,1998,30,Gd,1195,Y,1195,644,1839,0,TA,0,2,2010,221000
686,160,RL,5062,7,5,1984,1984,0,Gd,1190,Y,1190,900,2090,1,Gd,1,2,2007,207500
687,60,FV,10207,7,6,2007,2007,0,Gd,874,Y,874,887,1761,0,Gd,0,2,2007,227875
688,160,FV,5105,7,5,2004,2004,0,Gd,551,Y,551,551,1102,0,Gd,0,2,2007,148800
689,20,RL,8089,8,6,2007,2007,0,Gd,1419,Y,1419,0,1419,1,Gd,1,2,2007,392000
690,120,RL,7577,6,5,2005,2006,256,Gd,1362,Y,1362,0,1362,0,Gd,1,2,2007,194700
691,120,RM,4426,6,5,2004,2004,147,Gd,848,Y,848,0,848,1,Gd,1,2,2008,141000
692,60,RL,21535,10,6,1994,1995,1170,Ex,2444,Y,2444,1872,4316,0,Ex,2,3,2007,755000
693,60,RL,26178,7,5,1989,1990,293,Gd,1210,Y,1238,1281,2519,1,Gd,2,2,2006,335000
694,30,RL,5400,5,6,1921,1968,0,TA,1073,Y,1073,0,1073,0,TA,0,1,2006,108480
695,50,RM,6120,5,6,1936,1950,0,TA,927,Y,1067,472,1539,0,TA,0,2,2009,141500
696,20,RL,13811,6,6,1987,1987,72,TA,1112,Y,1137,0,1137,1,Gd,1,2,2006,176000
697,30,RM,6000,5,7,1921,1950,0,TA,616,Y,616,0,616,0,TA,0,1,2006,89000
698,20,RL,6420,5,7,1952,1952,0,TA,980,Y,1148,0,1148,0,TA,0,1,2006,123500
699,20,RL,8450,5,8,1965,2009,0,TA,894,Y,894,0,894,1,TA,1,1,2010,138500
700,120,FV,4282,7,5,2004,2004,0,Gd,1391,Y,1391,0,1391,0,Gd,0,2,2008,196000
701,20,RL,14331,8,5,2002,2002,630,Gd,1800,Y,1800,0,1800,1,Gd,1,3,2006,312500
702,20,RL,9600,7,5,1969,1969,168,TA,1164,Y,1164,0,1164,0,TA,0,2,2006,140000
703,60,RL,12438,8,5,2006,2006,466,Ex,1234,Y,1264,1312,2576,0,Ex,1,3,2006,361919
704,190,RM,7630,5,9,1900,1996,0,TA,360,Y,1032,780,1812,0,Gd,1,2,2010,140000
705,20,RL,8400,7,5,2004,2005,109,Gd,1473,Y,1484,0,1484,1,Gd,0,2,2010,213000
706,190,RM,5600,4,5,1930,1950,0,Fa,0,N,372,720,1092,0,Fa,0,0,2010,55000
707,20,RL,115149,7,5,1971,2002,351,TA,1643,Y,1824,0,1824,1,Gd,2,2,2007,302000
708,120,RL,6240,8,5,2006,2006,176,Gd,1324,Y,1324,0,1324,1,Gd,1,2,2009,254000
709,60,RL,9018,7,5,2007,2007,0,Gd,728,Y,728,728,1456,0,Gd,1,2,2007,179540
710,20,RL,7162,5,7,1966,1966,41,TA,876,Y,904,0,904,0,TA,0,1,2008,109900
711,30,RL,4130,3,6,1935,2003,0,Gd,270,Y,729,0,729,0,TA,0,0,2008,52000
712,50,C (all),8712,4,7,1900,1950,0,TA,859,Y,859,319,1178,0,TA,0,1,2010,102776
713,120,RL,4671,8,5,1988,1989,0,Gd,1228,Y,1228,0,1228,1,Gd,1,2,2008,189000
714,190,RL,9873,4,5,1970,1970,160,TA,960,N,960,0,960,1,TA,0,2,2006,129000
715,60,RL,13517,6,8,1976,2005,289,Gd,725,Y,725,754,1479,0,Gd,0,2,2010,130500
716,20,RL,10140,6,5,1974,1974,174,TA,1064,Y,1350,0,1350,0,TA,1,2,2009,165000
717,70,RM,10800,7,8,1890,1998,0,TA,718,Y,1576,978,2554,0,TA,0,2,2007,159500
718,20,RL,10000,5,6,1973,2000,0,TA,1176,Y,1178,0,1178,0,Gd,1,2,2008,157000
719,60,RL,10542,7,5,1993,1994,651,Gd,1311,Y,1325,1093,2418,1,Gd,1,3,2008,341000
720,20,RL,9920,5,6,1969,1969,0,TA,971,Y,971,0,971,0,TA,1,1,2006,128500
721,120,RL,6563,8,5,1985,1985,0,Gd,1742,Y,1742,0,1742,1,Gd,1,2,2006,275000
722,120,RM,4426,6,5,2004,2004,169,Gd,848,Y,848,0,848,1,Gd,0,2,2010,143000
723,20,RL,8120,4,7,1970,1970,0,TA,864,Y,864,0,864,0,TA,0,2,2009,124500
724,50,RL,8172,4,6,1954,1972,0,TA,941,Y,997,473,1470,0,TA,0,1,2008,135000
725,20,RL,13286,9,5,2007,2008,340,Ex,1698,Y,1698,0,1698,1,Ex,1,3,2009,320000
726,20,RL,6960,4,6,1970,1970,0,TA,864,Y,864,0,864,0,Gd,0,2,2009,120500
727,20,RL,21695,6,9,1988,2007,260,Gd,880,Y,1680,0,1680,1,Gd,1,2,2009,222000
728,20,RL,7314,7,5,2007,2007,82,Gd,1232,Y,1232,0,1232,1,Gd,0,2,2009,194500
729,90,RL,11475,5,5,1958,1958,95,TA,1584,Y,1776,0,1776,1,TA,0,3,2009,110000
730,30,RM,6240,4,5,1925,1950,0,TA,780,Y,848,0,1208,0,TA,0,2,2009,103000
731,120,RL,5389,8,5,1995,1996,0,Gd,1595,Y,1616,0,1616,1,Gd,1,2,2010,236500
732,80,RL,9590,7,5,2003,2003,442,Gd,868,Y,1146,0,1146,1,Gd,1,2,2007,187500
733,60,RL,11404,7,5,1998,1999,202,Gd,1153,Y,1153,878,2031,0,Gd,1,2,2008,222500
734,20,RL,10000,5,6,1961,1983,0,TA,864,Y,1144,0,1144,1,TA,1,1,2009,131400
735,20,RL,8978,5,5,1968,1968,0,TA,948,Y,948,0,948,0,TA,0,1,2007,108000
736,75,RM,10800,7,7,1914,1970,0,TA,880,N,880,888,1768,0,TA,2,2,2006,163000
737,90,RL,8544,3,4,1950,1950,0,TA,0,N,1040,0,1040,0,TA,0,2,2006,93500
738,60,RL,10463,8,5,2005,2005,0,Gd,893,Y,901,900,1801,0,Gd,1,3,2006,239900
739,90,RL,10800,5,5,1987,1988,0,TA,1200,Y,1200,0,1200,3,TA,0,0,2009,179000
740,60,RL,9313,7,5,2004,2004,0,Gd,864,Y,864,864,1728,0,Gd,0,2,2009,190000
741,70,RM,9600,5,7,1910,2002,0,TA,264,Y,768,664,1432,0,TA,0,2,2007,132000
742,20,RL,6768,6,8,1961,1996,0,TA,912,Y,912,0,912,1,Gd,0,1,2008,142000
743,20,RL,8450,7,5,2000,2001,108,TA,1349,Y,1349,0,1349,0,TA,0,2,2007,179000
744,80,RL,12886,5,6,1963,1999,0,TA,520,Y,1464,0,1464,0,TA,1,2,2009,175000
745,120,RL,5395,8,5,1993,1993,0,Gd,1337,Y,1337,0,1337,1,Gd,1,2,2008,180000
746,60,RL,8963,8,9,1976,1996,289,Ex,1142,Y,1175,1540,2715,0,Gd,2,2,2008,299800
747,60,RL,8795,7,5,2000,2000,0,Gd,952,Y,980,1276,2256,0,Gd,1,2,2009,236000
748,70,RM,11700,7,7,1880,2003,0,Gd,1240,N,1320,1320,2640,0,Gd,1,4,2009,265979
749,20,RL,10593,7,5,1996,1996,338,Gd,1720,Y,1720,0,1720,1,Gd,1,2,2010,260400
750,50,RL,8405,4,3,1945,1950,0,TA,0,N,1088,441,1529,0,TA,0,1,2009,98000
751,50,RM,8800,4,7,1910,2004,0,TA,576,Y,792,348,1140,0,TA,0,0,2010,96500
752,60,RL,7750,7,5,2003,2003,0,Gd,660,Y,660,660,1320,0,Gd,0,2,2007,162000
753,20,RL,9236,6,5,1997,1997,0,TA,1479,Y,1494,0,1494,1,Gd,0,2,2006,217000
754,60,RL,10240,8,5,2005,2005,178,Gd,1030,Y,1038,1060,2098,0,Ex,1,3,2006,275500
755,20,RL,7930,6,8,1969,2005,0,TA,1026,Y,1026,0,1026,1,Gd,0,2,2009,156000
756,160,FV,3230,6,5,1999,1999,894,TA,729,Y,742,729,1471,0,TA,0,2,2009,172500
757,60,RL,10769,8,5,2007,2007,0,Gd,866,Y,866,902,1768,0,Gd,0,2,2009,212000
758,60,RL,11616,6,5,1978,1978,328,TA,672,Y,672,714,1386,0,TA,1,2,2010,158900
759,160,FV,2280,7,5,1999,1999,360,TA,744,Y,757,744,1501,0,TA,0,2,2008,179400
760,60,RL,12257,8,5,1995,1995,513,Gd,1318,Y,1328,1203,2531,0,Gd,1,3,2007,290000
761,20,RL,9100,6,6,1959,1959,0,TA,864,Y,864,0,864,0,TA,0,1,2009,127500
762,30,RM,6911,5,5,1924,1950,0,TA,1145,Y,1301,0,1301,0,Fa,0,2,2009,100000
763,60,FV,8640,7,5,2009,2009,0,TA,756,Y,764,783,1547,0,Gd,0,2,2010,215200
764,60,RL,9430,8,5,1999,1999,673,Gd,1252,Y,1268,1097,2365,1,Gd,1,3,2009,337000
765,120,RL,9549,8,5,1995,1996,0,Gd,1494,Y,1494,0,1494,1,Ex,1,2,2006,270000
766,20,RL,14587,9,5,2008,2008,284,Gd,1498,Y,1506,0,1506,0,Ex,1,2,2008,264132
767,60,RL,10421,7,5,1988,1988,42,TA,980,Y,980,734,1714,0,TA,1,2,2010,196500
768,50,RL,12508,6,7,1940,1985,0,TA,983,Y,983,767,1750,1,TA,0,1,2008,160000
